"[13101112726A]등급별","등급별","[13101112726B]도매시장별","도매시장별","[Item]항목","항목","단위","2016. 04 월","2016. 03 월","2016. 02 월","2016. 01 월","2015. 12 월","2015. 11 월","2015. 10 월","2015. 09 월","2015. 08 월","2015. 07 월","2015. 06 월","2015. 05 월","2015. 04 월","2015. 03 월","2015. 02 월","2015. 01 월","2014. 12 월","2014. 11 월","2014. 10 월","2014. 09 월","2014. 08 월","2014. 07 월","2014. 06 월","2014. 05 월","2014. 04 월","2014. 03 월","2014. 02 월","2014. 01 월","2013. 12 월","2013. 11 월","2013. 10 월","2013. 09 월","2013. 08 월","2013. 07 월","2013. 06 월","2013. 05 월","2013. 04 월","2013. 03 월","2013. 02 월","2013. 01 월","2012. 12 월","2012. 11 월","2012. 10 월","2012. 09 월","2012. 08 월","2012. 07 월","2012. 06 월","2012. 05 월","2012. 04 월","2012. 03 월","2012. 02 월","2012. 01 월","2011. 12 월","2011. 11 월","2011. 10 월","2011. 09 월","2011. 08 월","2011. 07 월","2011. 06 월","2011. 05 월","2011. 04 월","2011. 03 월","2011. 02 월","2011. 01 월",
"13102112726A.003","1+B","13102112726B.001","전체","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","393","447","259","235","318",
"13102112726A.003","1+B","13102112726B.001","전체","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7496","6156","6961","6511","6424",
"13102112726A.003","1+B","13102112726B.002","농협서울","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","49",
"13102112726A.003","1+B","13102112726B.002","농협서울","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7553","7091",
"13102112726A.003","1+B","13102112726B.003","(주)협진","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.003","1+B","13102112726B.003","(주)협진","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.003","1+B","13102112726B.004","협신식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","73","41","47","40",
"13102112726A.003","1+B","13102112726B.004","협신식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8042","6897","7716","7812","8148",
"13102112726A.003","1+B","13102112726B.005","동원산업","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.003","1+B","13102112726B.005","동원산업","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.003","1+B","13102112726B.006","부경축공","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","96","53","21","84",
"13102112726A.003","1+B","13102112726B.006","부경축공","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7526","6224","6799","6071","6049",
"13102112726A.003","1+B","13102112726B.007","신흥산업","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","15","8","21","47",
"13102112726A.003","1+B","13102112726B.007","신흥산업","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6746","5667","6300","5533","5780",
"13102112726A.003","1+B","13102112726B.008","삼성식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","9","1","0","0",
"13102112726A.003","1+B","13102112726B.008","삼성식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7702","6621","7899","","",
"13102112726A.003","1+B","13102112726B.009","삼호축산","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","0",
"13102112726A.003","1+B","13102112726B.009","삼호축산","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6950","5800","","","",
"13102112726A.003","1+B","13102112726B.010","장원식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0",
"13102112726A.003","1+B","13102112726B.010","장원식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.003","1+B","13102112726B.011","제주축협","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4","2","3","5",
"13102112726A.003","1+B","13102112726B.011","제주축협","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7773","6516","7035","6114","6487",
"13102112726A.003","1+B","13102112726B.012","농협부천","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","81","56","12","17",
"13102112726A.003","1+B","13102112726B.012","농협부천","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7761","6240","7147","7029","7803",
"13102112726A.003","1+B","13102112726B.013","농협고령","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","2","4","1","1",
"13102112726A.003","1+B","13102112726B.013","농협고령","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7057","5983","6647","6100","5966",
"13102112726A.003","1+B","13102112726B.014","농협나주","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","8","11","10","22",
"13102112726A.003","1+B","13102112726B.014","농협나주","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6829","5869","6402","5629","5996",
"13102112726A.003","1+B","13102112726B.015","김해축공","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","78","45","99","49",
"13102112726A.003","1+B","13102112726B.015","김해축공","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7579","6280","6833","6406","6384",
"13102112726A.003","1+B","13102112726B.016","도드람","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","21","4","0","3",
"13102112726A.003","1+B","13102112726B.016","도드람","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7084","5918","6917","","5885",
"13102112726A.003","1+B","13102112726B.017","익산","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","1","1",
"13102112726A.003","1+B","13102112726B.017","익산","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6408","6677","8000",
"13102112726A.003","1+B","13102112726B.018","농협음성","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","59","33","","",
"13102112726A.003","1+B","13102112726B.018","농협음성","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7911","6478","7446","","",
